TRANSCRIPTION,TAGS,,,,,,,,,,,,
What you mean behaviour?,,,,,,,,,,,,,
"Emails [customer channels] usually pretty mature. Most retailers started with email. Because they could just do it themselves. And in many cases, now granted it was still very manual. But email is one of those - and Jimmy, you've heard me say it till I’m blue in the face - is we need to have a strong email product because we're leaving millions of dollars on the table, right now. And we're letting others come in and take a part of the business that should rightfully be ours.",Email programs, Opportunities, Revenue, Retailers, Low Alignment,,,,,,,,
"All we need to be able to do, at the very basic level, is just offer the just offer the ability to serve Ads into given placements in an email based on the email template. As long as we do that. I know something's being worked on with EllisX right now, but that [email] product needs to be elevated because our competitive set offers that right now. Most don't. Criteo doesn't have it. Microsoft doesn't have it.",Email programs, Future opportunity, Placements, Criteo, EllisX, Microsoft,,,,,,,
It gives us a major advantage over them and those are the ones we're most often fighting against in RFP's or in competitive bids. And so that's a piece that is key because it's easy money for the retailer. And right now a lot of them are using LIVEINTENT which is very expensive.,Email programs, Future opportunity, LiveIntent, Moderate Alignment,,,,,,,,,
"And if they [retailer and brands] can integrate into a solution like ours, where they're going to be using us for other things, they would easily switch over from LIVEINTENT over to us.",Future opportunity, Retailers, Brands, LiveIntent, Low Alignment,,,,,,,,
"And the other one you hear me talk about all the time is in-store. Every single conversation I have with a retailer… in-store comes up. And it's hurting us not having it. Just like email. Not having it is hurting us right now because in-store has become such a shift in the pendulum of focus. Whereas when I joined in 2020, nobody was going out [to see retailers] so it didn't matter.",Business challenge, Email programs, Future opportunity, In-store, Revenue, Gap (Product or Service), Low Alignment,,,,,,
"Of these programs are retailers are doing, partially because we don't have them, I think part of the maturity question was also how much of it smoke and mirrors. Like the tech stacks that you're aware of [the] retailers are using. Like the in-store Ads… like it's a basic print. Are they even manually doing digital screens like someone's just got a CMS?",,,,,,,,,,,,,
"A lot of them are using companies like Vistar Media. Vistar is being used the most and the reason is they are also a backbone - and Adam knows this - for other platforms as well. So having one integration with them actually gets us other platforms. So that's an important one [a Vistar integration]. I mean, there are other ones obviously, but that one is that one is a key one.",Opportunities, Digital video, Vistar Media, Retailers, Moderate Alignment,,,,,,,,
"Most retailers - it's very few - and some of the bigger ones that do that have that expertise. And even the ones that have expertise, they have a couple people. They [retailers] don't have a full team of expertise, usually. Even take Albertsons has some expertise. Walmart in the US has some expertise. Target has some expertise. There are, but it's really limited to less than 10 [retailers] in the US and in Canada.",Business challenge, Knowledge gap, Staffing or Resourcing, Albertsons, Walmart, Canada, Retailers, USA, Capability and expertise, High Alignment,,,
"In other markets, I mean you have Carrefour Links and they have some expertise. Cencosud has some expertise. Falabella, the other of the Big three in in Lat-Am [Latin America]. They have like one or two people. They don't really have a lot of expertise. They're doing some programs. They don't have a lot of expertise and even Cencosud, they have people to manage some things. I wouldn't say they have super high expertise.",Business challenge, Knowledge gap, Carrefour, Cencosud, Falabella, Latin-America (Lat-Am), Capability and expertise, High Alignment,,,,,
"And so we find even when there's some operators, it's not like they have a team of experts. And where there are really lacking - maybe not on the execution because you know you can get some Ad Op’s people - and it's not necessarily in the execution, it's on the strategy. That's where the gap is.",,,,,,,,,,,,,
And part of it is because they're just seeing things with their own lens and their own world. With them it’s a retailer [view]. They're not taking a broader view.,,,,,,,,,,,,,
So for our clients are the ones that don't work with us?,,,,,,,,,,,,,
"So for our clients, we're finding more and more they're starting to turn to us [for advice and support]. And especially in areas that aren't full-service. Like in the US there's a lot of full-service and even those that say “Hey, we want to do everything ourselves”, they look at it and they say “Yeah, we're not there yet. Can you do this for us for at least the next year or two because it's going to take us that long to sort of build that capability”.",Staffing or Resourcing, Advice and guidance, Partners, USA, High Alignment,,,,,,,,
"And so, what we're starting to find is in other markets, take the UK for example. So Gopuff in the UK is going to be utilising us for services because they're like “Yeah, we don't have this like. We have some, but we know we can't do this by ourselves”. And in other markets they are starting to look to it. In Europe was already going that way.",Staffing or Resourcing, Advice and guidance, Managed service, goPuff, Partners, UK, High Alignment,,,,,,
"It's the reason why with UnlimitedStar services are a big part of that offering. And it's because in Europe we're starting to get - sort of because of our discussions with the retailers over the last couple of years - they were looking at it going, “Oh yeah, we could really use that help again”. And we're seeing it in other areas too.",Advice and guidance, UnlimitedStar, Europe, Partners, Retailers, High Alignment,,,,,,,
"Lat-Am is going to be the same way. Whereas before it was just the US that said “No, we know what we're good at. We know where we don't want to focus our time and effort. And what we don't want to focus our time and effort on is doing standing up a full retail media team”. At least today.",Business decision, Latin-America (Lat-Am), Partners, High Alignment,,,,,,,,,
"But more and more of the full-service offering, or at least a partial offering in services is something we're recommending. But we're framing it in a way to say “Hey, this could be a bridge for you for the next year, you know. Until you have people hired and trained, and you know, we get the processes in place, that sort of thing”.",Staffing or Resourcing, Advice and guidance, Managed service, Partners, Retailers, Moderate Alignment,,,,,,,
"But most retailers can't do it right now, and that's a challenge. And sometimes it's just a matter of pride. So Save-On-Foods is a good example. We got up and running. They said, “We can do it all ourselves”. Great, we give them all the support. And they weren't putting a lot through the platform. So we came back to them with a proposal that was just signed to say, for services. Where we're going to do managed services for them. And we put out how much we're expecting to put through and drive as a result. And they went with that because they realised that they couldn't do it all themselves. Because there's that conflict and that push-pull of trying to be a retailer versus trying to be a publisher. And some retailers are good with it and most retailers are not good with it.",Business challenge, Knowledge gap, Save-On-Foods, Reactive vs Proactive, AdManager, Retailers, High Alignment, Managing expectations, Managed service, Partners,,,
"Huge area for growth process. Yeah, because a lot it locks in the relationship, and we have more control over their success. So there's nothing more frustrating. I mean, Jimmy, you've probably seen it with just numerous retailers over all kinds of regions. Especially in Europe and Australia with different retailers where they have everything at their disposal. They're just not putting that much through the platform. Or they're just not putting as much as they should through the platform because they're lacking in certain areas.",Business growth, Business challenge, Knowledge gap, Opportunities, Australia, Europe, Moderate Alignment,,,,,,
And we're not setting the expectation that you have to invest in it.,,,,,,,,,,,,,
Yeah.,,,,,,,,,,,,,
"It's not just a set and forget you got to review campaigns. You got to chase people for money. One of the things that we talked to Mark [S], [and] one of the things we had out of our conversation with him was that he said a lot of the RMN that are getting money are just the loudest.",,,,,,,,,,,,,
"Yeah, exactly.",,,,,,,,,,,,,
"Like you need to invest, you need to invest. You need to invest. You need to invest. Because they're top of mind [the retailers looking for money from brands].",,,,,,,,,,,,,
"Yeah, pretty much. That's exactly what it is. And so we're now kind of going back and setting the tone in the market to say, “Hey, sometimes that's what it takes”. Sometimes they have to fall a little bit flat. And you know, a lot of it is a pride thing. And we have to come back and say, “OK, you tried to do it on your own. Now let us help you. And let us help you in these areas”. And they see some initial wins from it and then you know, nobody argues with money. So when you can show them results and revenue, it solves for a lot of issues.",Advice and guidance, Revenue, Partners, Support & guidance, High Alignment,,,,,,,,
I guess my main one [question] was there was around just how big of an area of strength that could be for us to provide a service like that. Where we're seen as a leader but also a leader that works alongside you. Not in that kind of fear mongering “You must be with us because a everyone else is. You're going to lose if you don't” kind of thing.,,,,,,,,,,,,,
"We give them some guidance and we help them. And we try to steer them in the right direction and that's the role of the business lead. But you know, sometimes they have to look at it… it's the job of the business lead to say to really work with them and challenge the client and say “Hey, could you use a little bit more sales force power. You're going after trade funds and that's it, you're leaving all this agency and brand direct money on the table”.",Advice and guidance, Budget, Partners, High Alignment,,,,,,,,,
Let us help you there. Keep going after your trade funds. Let us help you in this area where we have a particular expertise.,,,,,,,,,,,,,
"Full motion video and rich media, email, in-store offerings, social and messaging platforms. Like WhatsApp for example. Like chat or chatbot or some sort of messaging platforms.",In-store, Digital video, Social media, WhatsApp, Retailers, High Alignment,,,,,,,
"That's more regional, but we're going to see that happen all over the place. We get that everywhere, like every conversation in Lat-Am right now. Messaging platforms. CleverTap are good one we should be partnering with. We've had multiple conversations with them already.",Regional, CleverTap, Latin-America (Lat-Am), Partners, Moderate Alignment,,,,,,,,
"Email and in-store. Give me those two things and it's going to make a big difference. Like a good, robust offering there.",Diversity, Email programs, In-store, Moderate Alignment,,,,,,,,,
"Yeah, no problem. And I'm happy to jump in a jump in a meeting whenever. Real easy.",,,,,,,,,,,,,
